institute,program,round,opening_rank,closing_rank,seat_type,quota,category
"Durgapur Institute of Advanced Technology & Management, Durgapur",Computer Science & Engineering - TFW,Round 1,30566,33739,WBJEE Seats,Home State,Tuition Fee Waiver
"Future Institute of Technology, Boral, Garia",Computer Science & Engineering - TFW,Round 1,25897,28088,WBJEE Seats,Home State,Tuition Fee Waiver
"Adamas University, Barasat",Biotechnology,Round 1,27337,96299,WBJEE Seats,All India,Open
"Techno India University, Salt Lake",Biotechnology,Round 1,81550,81550,WBJEE Seats,Home State,EWS
"Asansol Engineering College, Asansol, Burdwan",Computer Science & Engineering - TFW,Round 1,9648,24221,WBJEE Seats,Home State,Tuition Fee Waiver
"Bengal Institute of Technology & Management, Santiniketan",Computer Science & Engineering - TFW,Round 1,29249,38843,WBJEE Seats,Home State,Tuition Fee Waiver
"Dr. B. C. Roy Engineering College, Durgapur",Computer Science & Engineering - TFW,Round 1,12254,21419,WBJEE Seats,Home State,Tuition Fee Waiver
Jadavpur University,Computer Science & Engineering - TFW,Round 1,232,352,WBJEE Seats,Home State,Tuition Fee Waiver
"UNIVERSITY OF KALYANI, KALYANI",Computer Science & Engineering - TFW,Round 1,3860,3860,WBJEE Seats,Home State,Tuition Fee Waiver
"Netaji Subhas Engineering College, Garia, Kolkata",Biomedical Engineering (TFW),Round 1,6858,29867,WBJEE Seats,Home State,Tuition Fee Waiver
"Jis College of Engineering, Kalyani, Nadia",Biomedical Engineering (TFW),Round 1,26379,28266,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno India University, Salt Lake",Mechanical Engineering,Round 1,27569,96763,WBJEE Seats,All India,Open
"Techno International New Town, Rajarhat, New Town",Mechanical Engineering,Round 1,86555,86555,WBJEE Seats,All India,Open
"Haldia Institute of Technology, Haldia, Purba Medinipur",Mechanical Engineering,Round 1,41083,95088,WBJEE Seats,Home State,SC
"Haldia Institute of Technology, Haldia, Purba Medinipur",Mechanical Engineering,Round 1,10782,39867,WBJEE Seats,All India,Open
"Haldia Institute of Technology, Haldia, Purba Medinipur",Mechanical Engineering,Round 1,69375,88088,WBJEE Seats,Home State,OBC - A
Jadavpur University,Mechanical Engineering,Round 1,1668,2121,WBJEE Seats,Home State,EWS
"Meghnad Saha Institute of Technology, Kolkata",Mechanical Engineering,Round 1,8745,82034,WBJEE Seats,All India,Open
"College of Engineering and Management, Kolaghat",Mechanical Engineering,Round 1,35794,94745,WBJEE Seats,All India,Open
"Institute of Science and Technology, Paschim Medinipur",Mechanical Engineering,Round 1,49731,49731,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Mechanical Engineering,Round 1,9054,27909,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Mechanical Engineering,Round 1,38887,89023,WBJEE Seats,Home State,EWS
"Heritage Institute of Technology, Kolkata",Mechanical Engineering,Round 1,30747,30747,WBJEE Seats,Home State,SC
"Kaji Nazrul University, Asansol",Mining Engineering,Round 1,26262,32134,WBJEE Seats,Home State,OBC - A
"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology (TFW),Round 1,13728,13728,WBJEE Seats,Home State,Tuition Fee Waiver
"Guru Nanak Institute of Technology, Panihati, Sodepur",Food Technology (TFW),Round 1,32017,38555,WBJEE Seats,Home State,Tuition Fee Waiver
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology (TFW),Round 1,24307,36158,WBJEE Seats,Home State,Tuition Fee Waiver
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Food Technology (TFW),Round 1,17134,18339,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno Main Salt Lake, Sector-V, Salt Lake",Food Technology (TFW),Round 1,20147,20147,WBJEE Seats,Home State,Tuition Fee Waiver
"Swami Vivekananda Institute of Science & Technology, Sonarpur",Artificial Intelligence And Data Science,Round 1,28454,95515,WBJEE Seats,All India,Open
EAST WEST EDUCATION INSTITUTE,B.Pharm/Pharmaceutical Technology,Round 1,11373,99163,WBJEE Seats,All India,Open
"GUPTA COLLEGE OF TECHNOLOGICAL SCIENCES, ASANSOL, BURDWAN",B.Pharm/Pharmaceutical Technology,Round 1,6276,64004,WBJEE Seats,All India,Open
"GUPTA COLLEGE OF TECHNOLOGICAL SCIENCES, ASANSOL, BURDWAN",B.Pharm/Pharmaceutical Technology,Round 1,83120,89668,WBJEE Seats,Home State,EWS
"GUPTA COLLEGE OF TECHNOLOGICAL SCIENCES, ASANSOL, BURDWAN",B.Pharm/Pharmaceutical Technology,Round 1,65987,92370,WBJEE Seats,Home State,SC
DARJEELING HILL INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Artificial Intelligence And Machine Learning,Round 1,19042,94317,WBJEE Seats,All India,Open
"Seacom Skills University, Bolpur",Artificial Intelligence And Machine Learning,Round 1,75282,75282,WBJEE Seats,All India,Open
"Ideal Institute of Engineering, Kalyani",Artificial Intelligence And Machine Learning,Round 1,20067,98754,WBJEE Seats,All India,Open
"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Artificial Intelligence And Machine Learning,Round 1,22294,77881,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Biotechnology,Round 1,41689,98019,WBJEE Seats,Home State,EWS
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology,Round 1,56778,91811,WBJEE Seats,Home State,OBC - A
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology,Round 1,62597,62597,WBJEE Seats,Home State,ST
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology,Round 1,14964,36273,WBJEE Seats,All India,Open
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology,Round 1,43888,88620,WBJEE Seats,Home State,SC
"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,Round 1,4872,11609,WBJEE Seats,Home State,SC
"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,Round 1,31243,43634,WBJEE Seats,Home State,Open (PwD)
"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,Round 1,4328,4621,WBJEE Seats,Home State,OBC - B
"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology),Round 1,63493,63493,WBJEE Seats,Home State,ST
"Techno Main Salt Lake, Sector-V, Salt Lake",Food Technology,Round 1,75933,75933,WBJEE Seats,Home State,EWS
"Future Institute of Technology, Boral, Garia",Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology),Round 1,26946,76133,WBJEE Seats,All India,Open
"Asansol Engineering College, Asansol, Burdwan",Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology),Round 1,17485,95646,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology),Round 1,14125,14125,WBJEE Seats,Home State,SC
"Bankura Unnayani Institute of Engineering, Bankura",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,18419,98515,WBJEE Seats,All India,Open
"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,1558,88593,WBJEE Seats,All India,Open
"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,76933,79297,WBJEE Seats,Home State,EWS
"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,5116,27986,WBJEE Seats,All India,Open
"Seacom Engineering College, Sankrail, Howrah",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,53506,70480,WBJEE Seats,All India,Open
"P.G. INSTITUTE OF MEDICAL SCIENCES, CHANDRAKONA",B.Pharm/Pharmaceutical Technology,Round 1,77234,79447,WBJEE Seats,Home State,EWS
"NSHM INSTITUTE OF PHARMACEUTICAL TECHNOLOGY, DURGAPUR",B.Pharm/Pharmaceutical Technology,Round 1,2767,71311,WBJEE Seats,All India,Open
"NSHM INSTITUTE OF PHARMACEUTICAL TECHNOLOGY, DURGAPUR",B.Pharm/Pharmaceutical Technology,Round 1,91862,91862,WBJEE Seats,Home State,EWS
TECHNO BENGAL INSTITUTE OF TECHNOLOGY,Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,14140,82158,WBJEE Seats,All India,Open
"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,768,48870,WBJEE Seats,All India,Open
"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,51964,74318,WBJEE Seats,Home State,SC
"Techno Main Salt Lake, Sector-V, Salt Lake",Food Technology,Round 1,6212,64277,WBJEE Seats,All India,Open
"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,67556,67556,WBJEE Seats,Home State,ST
"Netaji Subhas Engineering College, Garia, Kolkata",COMPUTER SCIENCE & ENGINEERING (INTERNET OF THINGS) (TFW),Round 1,14854,15522,WBJEE Seats,Home State,Tuition Fee Waiver
"CALCUTTA INSTITUTE OF PHARMACEUTICAL TECH. & ALLIED HEALTH SCIENCES, ULUBERIA",B.Pharm/Pharmaceutical Technology,Round 1,62176,92574,WBJEE Seats,Home State,EWS
"CALCUTTA INSTITUTE OF PHARMACEUTICAL TECH. & ALLIED HEALTH SCIENCES, ULUBERIA",B.Pharm/Pharmaceutical Technology,Round 1,8152,61420,WBJEE Seats,All India,Open
"BCDA COLLEGE OF PHARMACY & TECHNOLOGY, HRIDAYPUR, MADHYAMGRAM",B.Pharm/Pharmaceutical Technology,Round 1,53109,99842,WBJEE Seats,Home State,EWS
"BCDA COLLEGE OF PHARMACY & TECHNOLOGY, HRIDAYPUR, MADHYAMGRAM",B.Pharm/Pharmaceutical Technology,Round 1,12047,48795,WBJEE Seats,All India,Open
"BIRBHUM PHARMACY SCHOOL, HETAMPUR, BIRBHUM",B.Pharm/Pharmaceutical Technology,Round 1,36059,100501,WBJEE Seats,All India,Open
"SCHOOL OF PHARMACY, TECHNO INDIA UNIVERSITY, SALT LAKE",B.Pharm/Pharmaceutical Technology,Round 1,52401,85299,WBJEE Seats,Home State,EWS
PANDAVESWAR SCHOOL OF PHARMACY,B.Pharm/Pharmaceutical Technology,Round 1,56479,99675,WBJEE Seats,All India,Open
"Calcutta Institute of Technology, Uluberia, Howrah",Artificial Intelligence And Machine Learning,Round 1,9304,74448,WBJEE Seats,All India,Open
"Bengal College of Engineering & Technology, Durgapur",Electrical Engineering,Round 1,13579,97167,WBJEE Seats,All India,Open
"Budge Budge Institute of Technology, Budge-Budge",Electrical Engineering,Round 1,20053,92512,WBJEE Seats,All India,Open
"Calcutta Institute of Technology, Uluberia, Howrah",Electrical Engineering,Round 1,19850,96244,WBJEE Seats,All India,Open
"Haldia Institute of Technology, Haldia, Purba Medinipur",Electrical Engineering,Round 1,10792,33433,WBJEE Seats,All India,Open
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electrical Engineering,Round 1,22540,27263,WBJEE Seats,Home State,SC
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electrical Engineering,Round 1,76922,81406,WBJEE Seats,Home State,ST
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electrical Engineering,Round 1,18972,27995,WBJEE Seats,Home State,EWS
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electrical Engineering,Round 1,17778,24079,WBJEE Seats,Home State,OBC - A
Jadavpur University,Mechanical Engineering,Round 1,1952,3061,WBJEE Seats,Home State,OBC - A
Jadavpur University,Mechanical Engineering,Round 1,336,671,WBJEE Seats,All India,Open
Jadavpur University,Mechanical Engineering,Round 1,18778,39586,WBJEE Seats,Home State,Open (PwD)
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electrical Engineering,Round 1,17749,18422,WBJEE Seats,Home State,OBC - B
"Jis College of Engineering, Kalyani, Nadia",Electrical Engineering,Round 1,10804,85769,WBJEE Seats,All India,Open
"Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly",Electrical Engineering,Round 1,66100,66100,WBJEE Seats,All India,Open
"Sister Nivedita University, New Town",VIRTUAL REALITY (AR/VR) (TFW),Round 1,36039,38778,WBJEE Seats,Home State,Tuition Fee Waiver
University Of Calcutta,Instrumentation Engineering (TFW),Round 1,3279,3501,WBJEE Seats,Home State,Tuition Fee Waiver
"Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,9270,98474,WBJEE Seats,All India,Open
"Techno Main Salt Lake, Sector-V, Salt Lake",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,4295,11759,WBJEE Seats,All India,Open
"Techno Main Salt Lake, Sector-V, Salt Lake",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,15983,29410,WBJEE Seats,Home State,EWS
"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,47206,47206,WBJEE Seats,Home State,EWS
"Elitte College of Engineering,Mahispota, Sodepur",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,50820,50820,WBJEE Seats,All India,Open
TECHNO INSTITUTE OF ENGINEERING AND MANAGEMENT,Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,15109,95704,WBJEE Seats,All India,Open
THE NEOTIA UNIVERSITY,Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,10094,88514,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,378,5889,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,12219,12219,WBJEE Seats,Home State,SC
Jadavpur University,Metallurgical Engineering (TFW),Round 1,2192,2222,WBJEE Seats,Home State,Tuition Fee Waiver
"Govt. College of Engg. & Textile Technology, Berhampore",Textile Technology (TFW),Round 1,15342,20078,WBJEE Seats,Home State,Tuition Fee Waiver
"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology (TFW),Round 1,7496,11150,WBJEE Seats,Home State,Tuition Fee Waiver
"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,Round 1,19459,19658,WBJEE Seats,Home State,OBC - B
"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,Round 1,2058,16244,WBJEE Seats,Home State,Open
"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,Round 1,18164,29457,WBJEE Seats,Home State,SC
"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,Round 1,37508,49801,WBJEE Seats,Home State,ST
"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,Round 1,79989,79989,WBJEE Seats,Home State,Open (PwD)
"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,Round 1,21374,26140,WBJEE Seats,Home State,OBC - A
"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,Round 1,20106,25198,WBJEE Seats,Home State,EWS
"Hemnalini Memorial College of Engineering, Haringhata",Food Technology,Round 1,47524,98656,WBJEE Seats,All India,Open
"Guru Nanak Institute of Technology, Panihati, Sodepur",Food Technology,Round 1,33403,78877,WBJEE Seats,All India,Open
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology,Round 1,78376,95792,WBJEE Seats,Home State,SC
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology,Round 1,80657,80657,WBJEE Seats,Home State,OBC - A
"Hooghly Engineering & Technology College, Hooghly",Mechanical Engineering,Round 1,29688,75599,WBJEE Seats,All India,Open
Jadavpur University,Mechanical Engineering,Round 1,41739,41739,WBJEE Seats,Home State,OBC - B (PwD)
"Narula Institute of Technology, Agarpara, Kolkata",Mechanical Engineering,Round 1,27238,97316,WBJEE Seats,All India,Open
"Durgapur Institute of Advanced Technology & Management, Durgapur",Mechanical Engineering,Round 1,72401,72401,WBJEE Seats,All India,Open
"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Mechanical Engineering,Round 1,50014,98015,WBJEE Seats,All India,Open
Jadavpur University,Mechanical Engineering,Round 1,63435,63435,WBJEE Seats,Home State,OBC - A (PwD)
"Bengal College of Engineering & Technology, Durgapur",Civil Engineering,Round 1,40728,96688,WBJEE Seats,All India,Open
"Budge Budge Institute of Technology, Budge-Budge",Civil Engineering,Round 1,27883,86578,WBJEE Seats,All India,Open
"Calcutta Institute of Technology, Uluberia, Howrah",Civil Engineering,Round 1,38055,94817,WBJEE Seats,All India,Open
"Haldia Institute of Technology, Haldia, Purba Medinipur",Civil Engineering,Round 1,9373,63664,WBJEE Seats,All India,Open
"Haldia Institute of Technology, Haldia, Purba Medinipur",Civil Engineering,Round 1,92141,92141,WBJEE Seats,Home State,OBC - A
"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,Round 1,18786,30551,WBJEE Seats,Home State,SC
"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,Round 1,18753,19568,WBJEE Seats,Home State,OBC - B
"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,Round 1,18247,29025,WBJEE Seats,Home State,EWS
"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,Round 1,68086,94014,WBJEE Seats,Home State,ST
"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,Round 1,21531,25844,WBJEE Seats,Home State,OBC - A
"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,Round 1,6743,18025,WBJEE Seats,Home State,Open
